ID вакансии;Название вакансии;Название компании;Описание вакансии;Ключевые навыки;Населённый пункт;Ссылка на вакансию
37937623;Ведущий тестировщик / Q&A;Свободные разработчики;"Обязанности:   Проведение тестирования HTML-верстки на соответствие макетам дизайна;   Проведение тестирования функционала веб-приложений и мобильных приложений;   Написание и согласование тест-планов/кейсов.   Требования:   Скрупулезность, дотошливость в нахождении ошибок в тестируемых системах;   Наличие собственных устройств для тестирования: мобильные телефоны с разными ОС (iOS, Android), планшеты, компьютеры с MacOS и Windows (физические устройства или виртуальные машины VMWare и аналоги);   Оперативная готовность забирать задачи в работу (ожидание не более 2-х часов в течение рабочего дня);   Опыт тестирования сложных сервисных сайтов и мобильных приложений.   Условия:  Удаленная работа, свободное посещение офиса;  Разнообразные интересные проекты для крупнейших международных и федеральных брендов, а также стартапов;   Официальное оформление по ТК или как ИП/самозанятого попроектно;   Оплата почасовая - 400 руб/час или 60-80 т.р. в месяц.  ";[{'name': 'Adobe Photoshop'}, {'name': 'Регресcионное тестирование'}, {'name': 'Тестирование'}, {'name': 'Тестирование пользовательского интерфейса'}, {'name': 'Функциональное тестирование'}, {'name': 'Нагрузочное тестирование'}, {'name': 'Figma'}, {'name': 'Q&A'}, {'name': 'SketchUp'}];Москва;https://api.hh.ru/vacancies/37937623
35920462;QA Engineer;Сбербанк;"Добрый день! Компания «Сбербанк», блок Технологии, сейчас в поисках специалиста на позицию QA Engineer. Наш сервис обеспечивает централизованный контроль исполнения процессов производства и тестирования ПО. Занимается поддержкой и развитием интеграционных полигонов, развитием инструментов внутренней автоматизации. Основные задачи:  Проработка новых фич (сценариев, требований, архитектуры) с командой; Разработка стратегии тестирования фич; Функциональное, регрессионное, UI тестирование; Составление баг-репортов и контроль их выполнения; Автоматизация процесса тестирования, создание и поддержка тестов в актуальном состоянии; Работа в команде с разработчиками, дизайнерами и другими участниками команды по Scrum. Длительность спринта 2 недели со всеми церемониями (планирование, daily, ретро и т.д.).  Наши ожидания:  Опыт работы с Bitbucket, Jenkins; Умение грамотно и понятно писать тест-кейсы; Понимание клиент-серверной архитектуры, протоколов взаимодействия; Опыт тестирования UI, web-сервисов (SOAP, REST); Опыт автоматизации тестирования; Опыт работы с Jira, Confluence, GitLab; Опыт работы с Selenium; Опыт работы в области тестирования от 2 лет; Высшее образование.  Мы ценим:  Проактивных людей, которые не ждут, когда им скажут, что и как делать, а сами способны увидеть и решить проблему; Аналитический склад ума; Внимательность и обостренное чувство прекрасного; Самостоятельность и высокая скорость работы; Ответственность, желание работать и совершенствовать свои навыки; Чувство юмора.  Будет плюсом:  Опыт работы в Agile-командах; Опыт работы в процессе непрерывной интеграции и внедрения (CI/CD); Опыт работы с HP ALM, Adaptavist Test Management; Знание SQL; Знание C#, Java, JS, MSSQL; Английский язык на уровне чтения документации.  Условия:  Официальное трудоустройство согласно ТК РФ; Белая заработная плата (оклад + годовая премия); Возможность обучения за счет компании; Страхование (от несчастных случаев, ДМС); Оздоровительные программы для детей сотрудников; Выплаты материальной помощи в особых/чрезвычайных случаях; Дисконт-программы от компаний партнеров (фитнес, страхование, туризм); Льготное кредитование.  Адрес: М. Тульская/Нагатинская";[{'name': 'Atlassian Jira'}, {'name': 'Agile Project Management'}, {'name': 'Java'}, {'name': 'Scrum'}, {'name': 'SOAP'}];Москва;https://api.hh.ru/vacancies/35920462
37942771;QA Engineer;Русатом Инфраструктурные Решения;Функционал:- Обеспечение качества продукта.- Выстраивание процессов тестирования с упором на автоматизацию.- Планированием регрессионного, интеграционного, нагрузочного и приемочного тестирования.- Разработка тестовых сценариев, автоматизированных скриптов.- Автоматизированное, ручное и нагрузочное тестирование.- Поддержка и развитие разработанных решений по автоматизации.- Документирование разработанных решений. Требования:- Опыт в тестировании от 5 лет, в автоматизации от 3-лет.- Аналитический склад ума и внимание к деталям.- Умение проектировать тест-кейсы, готовить тестовые данные для тестирования.- Опыт интеграционного тестирования, тестирования REST и SOAP API.- Опыт автоматизации тестирования с использованием Selenium WebDrive.- Опыт тестирование нагрузки с использованием JMeter.- Опыт работы с системой контроля версий Git.- Базовые знания SQL. Будет плюсом: - Опыт работы со стеком Altassian(Jira, Confluence итд).- Опыт разработки на Java, Kotlin.- Опыт использования движка Camunda BPM.- Опыт со средствами роботизации процессов (RPA).- Опыт использование CI(gitlab).- Опыт с Docker, k8s. Условия:- Оформление по ТК РФ.- Возможность работать в офисе и удаленно.- Предполагаемая загрузка - полный рабочий день.;[{'name': 'Atlassian Jira'}, {'name': 'Git'}, {'name': 'Java'}, {'name': 'SQL'}, {'name': 'XML'}];Москва;https://api.hh.ru/vacancies/37942771
37935714;QA Engineer;EGAR TECHNOLOGY, INC.;"EGAR Technology - международная компания, специализирующаяся в областях:  Разработки программного обеспечения для финансовых рынков - линейка продуктов под брендом EGAR; ИТ аутсорсинга, заказной разработки и заказного тестирования для крупных компаний.  EGAR сегодня - это:  20 лет успешных разработок сложных программных систем для банков и финансовых компаний; 8 филиалов в 3 странах; Профессиональное знание предметной области - финансовых рынков и технологий, подтвержденное сотнями публикаций специалистов компании в ведущих зарубежных и российских изданиях; Обширная и узнаваемая клиентская база: более 150 компаний по всему миру; Награды за лучшие финансовые разработки от деловых изданий Fortune и Forbes.  Обязанности:  Подготовка тестовых сценариев, тест-кейсов, чек-листов; Проведение ручного тестирования WebUI; Проведение ручного тестирования API; Проведение регрессионного, интеграционного тестирования; Проведение UAT.  Требования:  Опыт в тестировании систем на микросервисной архитектуре от 3-х лет; Опыт интеграционного тестирования от 1-го года; Практический опыт применения практик тест-дизайна; Умение проектировать тест-кейсы и подготавливать тестовые данные; Опыт тестирования REST/SOAP сервисов.  Условия:  Оформление по бессрочному трудовому договору в стабильную и динамично развивающуюся ИТ компанию; Конкурентный уровень дохода, обсуждается индивидуально в зависимости от опыта и навыков; Профессиональный рост, возможность пройти обучение (курсы, сертификация); График работы: с 9:00 до 18:00, гибкое начало рабочего дня обсуждаем; Использование современных технологий и стандартов; Выполнение задач, требующих нестандартного, креативного подхода, что позволяет постоянно развиваться и повышать свой профессиональный уровень в дружной команде высококвалифицированных специалистов. ";[{'name': 'Тестирование'}, {'name': 'Интеграционное тестирование'}, {'name': 'Ручное тестирование'}];Москва;https://api.hh.ru/vacancies/37935714
37950615;Senior Manual QA engineer — Mobile;Skyeng;"Skyeng — EdTech компания, которая делает одни из лучших продуктов для обучения. Skyeng постоянно растет и развивается, мы пробуем новые технологии и подходы, улучшаем уже имеющийся функционал и делаем новые фичи, проводим исследования и эксперименты. Мы не выбираем между качеством и скоростью, в команде сейчас больше 50 QA, которые обеспечивают контроль качества наших продуктов. О нас:  Наш бизнес — сделать образование доступным и понятным для каждого. Наши QA — не просто тестировщики поступающих задач от разработчиков, а одни из ключевых сотрудников на проекте, которые оценивают качество и удобство всего вокруг. Изменения любим! Твою идею обязательно услышат и помогут реализовать, если она действительно крутая. Можно расти вместе со школой. Skyeng растет в 3 раза каждый год, сотрудники растут быстрее.  Вы будете отвечать за качество проекта, ловить баги на тестовом и боевом окружении, оценивать требования к новым фишкам и работу функционала\процессов, которые есть на проекте. Сейчас открыта вакансия в команду мобильного направления. Мы работаем в московском часовом поясе, разговариваем в Slack и в Hangouts, пишем документацию в Confluence, задачи складываем в Jira, код в GitHub, тест-кейсы и сьюты в Testrail. Что нужно, чтобы у нас работать:  Иметь опыт тестирования frontend-части клиентских приложений; Иметь опыт тестирования мобильных приложений; Знать про граничные значения, типы вводимых данных, необходимость соответствия дизайн-макетам в тестировании; Понимать, что такое регрессия, smoke/UAT-тестирование, positive/negative тест-кейсы, тест-сьюты, тест-раны и знать, как это использовать; Обязательно хорошо ориентироваться в Chrome Devtools; Иметь опыт взаимодействия с API, SQL.  Зачем работать у нас:  Полная занятость (40 часов), удаленно — работай там, где тебе удобно! Свобода действий. Предлагай, что и как делать. И делай. Реально, это работает. Гибкость в графике. Иногда можно взять выходной, а иногда посидеть подольше (или поменьше), главное - выполнение задач. Сильная команда. Есть чему поучиться, есть с кем обсудить то, что уже знаешь. Skyeng известен и, чего уж там, это отличная строчка в резюме :) Меняем образование — это важная цель в глобальном масштабе, делать социально-важное нереально круто, попробуй! Оплачиваемые отпуск и больничный. Стабильная заработная плата два раза в месяц.  Дополнительные бонусы:  Скидка 50% на уроки английского каждому сотруднику и другу. Участие и выступления на конференциях, прокачиваем спикеров. Доступы к онлайн-курсам и книгам для обучения. ";[{'name': 'Test case'}, {'name': 'SQL'}, {'name': 'Функциональное тестирование'}];Москва;https://api.hh.ru/vacancies/37950615
37935125;Тестировщик ПО;АНО Мой Район;"Обязанности: - приемка и аудит разработанного ПО; - диагностика, фиксация и документирование найденных ошибок для дальнейшей отправки подрядчику; - протоколирование предварительных испытаний; - проверка документации, представленной контрагентами, и подготовка заключений о ее качестве; - контроль выполнения контрагентами условий договоров (своевременная поставка или выборка, своевременные расчеты по договорам, поставка качественных материалов, пр.); - проверка отчетной, технической и иной документации по заключенным договорам; Требования: - знание методов и методик тестирования ПО; - опыт работы с базами данных; - опыт тестирования web-приложений; - опыт составления методик тестирования и приемо-сдаточных испытаний; - понимание методики проведения пуско-наладочных работ; - умение читать техническую документацию и работать с ЧТЗ; - готовность к сверке отчетной документации по ГОСТ; - умение читать и сверять отчетную документацию, фиксировать найденные ошибки для дальнейшей отправки замечаний подрядчику; - системность и внимательность в мелочах; - Высшее образование. Условия:  офис ул. Большая Дмитровка, оформление согласно ТК РФ. достойная заработная плата ";[{'name': 'Техническая документация'}, {'name': 'Базы данных'}, {'name': 'Разработка технических заданий'}];Москва;https://api.hh.ru/vacancies/37935125
37956869;Инженер по тестированию (QA Engineer);The Skolkovo Institute of Science and Technology;Сколтех (Skoltech) — международный университет и крупный исследовательский центр, созданный в 2011 году. Мы активно развиваем технологии искусственного интеллекта и промышленного IoT и создаем решения и продукты, которые используют крупнейшие российские и зарубежные компании: Huawei, MTS, Kaspersky Lab, Philips, Сбербанк, «Газпром нефть» и др. С 2019 Skoltech - Лидирующий исследовательский центр Цифровой Экономики по направлению «Сеть радиодоступа 5G с открытой архитектурой» и основной разработчик технологий для сетей 5G в России. Мы занимаемся разработкой программного обеспечения для базовых станций, которые работают в сетях 4G LTE и 5G New Radio. Мы ищем сотрудника в группу тестирования и интеграции, который будет заниматься испытаниями, верификацией и контролем качества разрабатываемого решения, а также обеспечит техническое руководство для младших членов команды и выполнение ими поставленных задач. Обязанности:  Вы будете проводить испытания и верификацию разрабатываемого ПО и оборудования, включая тестирование совместимости со смежными системами, полевые испытания и испытания у заказчиков. Вы будете анализировать производительность и возможности разрабатываемого ПО, включая проведение нагрузочного и интеграционное тестирование, осуществление приемки релизных версий ПО. Вы будете автоматизировать процессы тестирования, вкл. создание испытательных стендов и сред, а также интеграция их с общей CI/CD средой. Вы будете тесно взаимодействовать с другими группами разработки и клиентами для постоянного совершенствования тест-планов и тесткейсов. Вы будете проактивно выявлять и описывать потенциальные проблемы, а также контролировать их устранение, взаимодействуя с группой разработки. Вы будете проводить интеграцию различных решений, включая оборудование и ПО партнеров и конкурентов, разрабатываемого в парадигме OpenRAN. Вы будете анализировать требования клиентов и участвовать в разработке стратегии развития продукта. Вы будете проводить обучение клиентов и партнеров по новым версиям ПО и оборудования.    Требования:  Высшее техническое образование, приоритетно, в области телекоммуникаций или компьютерных наук. 2+ лет опыта в области тестирования программного обеспечения, предпочтительно в области тестирования программно-аппаратных решений, тестирования телекоммуникационного оборудования, high-load тестирования. Необходим опыт работы в среде Linux, включая в обязательном порядке сетевой стек Linux, а также углубленное знание инструментов разработки и тестирования для Unix-систем. Понимание базовых принципов построения сетей мобильной связи 2G/3G/4G/5G, включая основные используемые технологии (напр. MIMO, OFDM, Resource Schedulling, Beamforming). Понимание архитектуры программного обеспечения стека протоколов базовых станций 2G/3G/4G/5G, а также обей архитектуры построения сетей мобильной связи. Опыт работы с Jira/Confluence/Gitlab (вкл. CI/CD)/Jenkins. Будет преимуществом опыт работы с виртуализацией. Будет преимуществом опыт работы на уровне ядра Linux. Стек в рамках проекта: C/C++, Python, Bash, Gitlab CI/CD, Vmware, DPDK, x86/ARM8.2. Английский язык: не ниже Intermediate, умение читать специализированную документацию на иностранном языке.    Мы предлагаем:  Самую современную инфраструктуру для разработки, исследований и тестирования. ДМС (включая стоматологию, страховку путешественника и страховку от несчастного случая). Достойную заработную плату. Хорошую транспортную доступность (каждые 5-10 минут ходит транспорт от станций метро Славянский бульвар, Тропарево, Кутузовская, Молодежная и Солнечная, а также МЦД-1 до ИЦ Сколково). ;[{'name': 'Linux'}, {'name': 'Python'}, {'name': 'Английский язык'}, {'name': 'Bash'}, {'name': 'C/C++'}];Москва;https://api.hh.ru/vacancies/37956869
36725269;Тестировщик;Сетелем Банк;"Обязанности:  Функциональное, интеграционное, регрессионное тестирование банковского ПО; Разработка планов, методик тестирования; Составление отчетов по результатам тестирования; Учет ошибок и отслеживание их исправления; Выявление причин ошибок; Организация пользовательского тестирования; Совершенствование процессов тестирования.  Требования:  Высшее оконченное техническое образование; Опыт тестирования/сопровождения/разработки банковского ПО; Опыт в области тестирования программного обеспечения от 2-х лет; Знание кредитных продуктов (желательно); Знание методологий тестирования программного обеспечения; Умение составлять документацию по тестированию (тест-планы, тест-кейсы, отчеты о проведении тестирования, программы и методики испытаний); Уверенное знание SQL;  Как плюс:  Базовые знания бухгалтерского учёта Опыт организации автоматизированного тестирования Опыт работы с Selenium IDE  Условия:   5-дневная рабочая неделя (8-ми часовой рабочий день, пятница сокращенный день);   Офис м. Савеловская, бизнес-центр «Северное Сияние»;   Уровень компенсации обсуждается по итогам встречи;   Полное соблюдение ТК РФ, оплачиваемый отпуск, больничный лист, ДМС;   Работа в команде профессионалов;   Корпоративные скидки от наших партнёров (фитнес, туристические агентства, льготные программы кредитования и т.д.).  ";[];Москва;https://api.hh.ru/vacancies/36725269
37684664;1С-Тестировщик (удаленно);Объединенная Аутсорсинговая Компания;"В Интернет-аптеку по продаже фармпрепаратов в связи с расширением штата, требуется Тестировщик 1С на проекты внутренней автоматизации. Обязанности:  Проведение функционального и регрессионного тестирования; Написание тестовой документации (тест-кейсов, чек-листов, методики тестирования); Заведение и мониторинг дефектов; Подготовка тестовых данных; Согласование тестовых требований и планов тестирования; Взаимодействие с аналитиками, разработчиками, РП; Составление отчетов по результатам тестирования; Разработка и выполнение ручных и автоматизированных тестов; Участие в сборе и анализе требований к функциональности продукта; Поддержка пользователей, технические консультации  Требования:  Обязателен опыт поддержки/сопровождения/тестирования торговых конфигураций на платформе 1С от 2-х лет; Опыт работы с торговым оборудованием - желательно; Опыт работы с СУБД; Свободное ориентирование в интерфейсе 1С (без привязки к конфигурациям); Вы обладаете хорошими аналитическими навыками, быстро обучаетесь.  Условия:  Оформление согласно ТК РФ; Работа удаленно, также можно периодически работать в офисе;  График: 5/2, гибкое начало рабочего дня с 8:00 до 11:00,   Заработная плата - оклад обсуждается с успешным кандидатом на собеседовании;  Льготные цены на лекарства для сотрудников.  ";[];Москва;https://api.hh.ru/vacancies/37684664
37951127;Mobile QA Engineer (manual);Vivid Money;Vivid - finances have never been so simple and convenient. Our goal is to make the best application and the coolest customer service that you will definitely want to share with your loved ones. We set up all our products from scratch and building up the entire infrastructure - without outdated systems, without inherited dependencies from other products, without the old code and without processes that work like this because this has always been the case. You have a unique chance to launch a new product and ensure quality thanks to modern technologies in QA, bringing in your own ideas that will be used by millions of customers. As part of our team, your tasks will be:  Decomposition of Requirements into test cases. UI + Backend [Android, IOS]. Regression Testing. Exploratory Testing. Testing of new functionality. Process Improvements. Supporting infrastructure activities in regards to Docker, Kubernetes, Monitoring.  We’ll be happy to have you on our team if you:  Have at least 2 years of experience in testing of mobile apps. Are familiar with Android/iOS environments. Are ready to reproduce complicated cases, even when others might have given up. Believe that any software is first and foremost made for its users. Think software products should be high-quality and user-friendly.  Our offer:  Work in a brand new office in Moscow (Dinamo). Opportunity to participate in the creation of a new and innovative company. Great working atmosphere in a motivated and dynamic team. Individual opportunities for career growth and immediate starting possibilities.  Benefits:  Competitive salary and bonuses. Flexible workload. Free Lunch and fruits. Healthcare benefits. Sport. Language courses. Lifelong Learning. ;[{'name': 'Android'}, {'name': 'iOS'}];Москва;https://api.hh.ru/vacancies/37951127
37947797;QA Engineer (Backend);Lamoda;"Lamoda Group – это крупнейшая в России и СНГ онлайн-платформа по продаже fashion &amp; lifestyle товаров. Ищем QA Engineer в нашу Core команду. Мы разрабатываем и поддерживаем сервисы отвечающие за создание заказа, покупку и применение подарочных сертификатов, резервирование товара на складе, получение условий доставки и методов оплаты, процессинг платежей. Чем Вам предстоит заниматься:   Разработка сценариев тестирования (чек-листы);   Ручное тестирование backend;   Проведение функционального тестирования (компонентное, интеграционное);   Взаимодействие с разработчиками и менеджерами;   Оформление багов в таск-трекер (jira) и мониторинг исправлений.   Наш стек технологий:   языки - Go/PHP   шина данных - Kafka   базы данных - Postgres/Mysql   непрерывная интеграция - Bamboo   оркестрация контейнеров - Kubernetes   Мы ожидаем:   Практические знания тест-дизайна и тест-анализа;   Понимание принципов работы клиент-серверной архитектуры;   Знакомство с SQL, git, jira, Postman(etc);   Опыт работы в unix-терминале.   Как плюс:   Опыт автоматизации тестирования API   Опыт поддержки тестовой среды;   Мы предлагаем:   Официальное оформление, белую заработную плату;   Гибкий график работы, есть возможность удобно планировать рабочее и личное время;   Расширенную ДМС программу со стоматологией;   Скидки на весь каталог сайта Lamoda;   Лучшее оборудование для работы: MacBook Pro, 2 монитора, большие рабочие места с удобными стульями;   Работу в независимых командах, возможность планировать, определять релизный цикл приложений;   Обмен знаниями внутри компании - мы организуем внутренние митапы и являемся площадкой для различных IT сообществ;   Возможность посещать конференции в качестве слушателей и докладчиков (для желающих профессионально подготовиться к выступлениям с докладами или презентациями у нас есть Speakers Club);   Вовлеченный в процессы менеджмент: наше руководство понимает и учитывает все особенности IT-разработки и готово услышать ваши крутые идеи;   Уютный офис в Москве (МЦК Хорошёво/м. Полежаевская) с настольным теннисом, кикером, тренажерным залом и йогой.  ";[{'name': 'Atlassian Jira'}, {'name': 'MySQL'}, {'name': 'Тестирование'}, {'name': 'SQL'}];Москва;https://api.hh.ru/vacancies/37947797
37932510;Специалист по тестированию (QA нженер);Star-staff;"Сейчас ищем QA инженера в IT компанию, которая разрабатывает ПО в области анализа данных и инженерной оптимизации. Продукт предназначен для автоматизации инженерных расчётов, предсказательного моделирования и многодисциплинарной оптимизации. Среди клиентов - Airbus, CNES, Michelin, Porsche, Toyota Motors и многие другие. Компания основана сотрудниками Института Проблем Передачи Информации РАН. Костяк команды составляют выпускники МГУ, МФТИ и МГТУ. Что делать:Мы делаем продукт мирового класса, за качество которого отвечаем всей командой, поэтому процесс тестирования - один из важнейших в компании. У нас нет четкого разделения на ручное и автоматизированное тестирование - каждый из наших тестировщиков выполняют комплексную задачу по тестированию продукта, которая включает разные виды и типы. Все наши тестировщики универсальны. Того, кто раньше занимался только ручным тестированием мы обучим автоматизации (если вы хотите и уже пробовали для себя писать код), а автоматизаторам надо быть готовым заниматься разного уровня задачами. Автотесты на чистом python, чаще всего без тестовых фреймворков. Будет необходимо:- Проводить функциональное, регрессионное тестирование;- Составлять тест-кейсы, чек-листы;- Разрабатывать тестовую документацию, часто на английском;- Тесно взаимодействовать с командой разработки в работе над общей задачей - еженедельные совместные митинги. Что ждем от вас:- Опыт тестирования web-приложений;- Желание развиваться и систематически повышать свой профессиональный уровень;- Самостоятельность, ответственность;- Владение английским языком на уровне - читаю, понятно пишу;- Будет плюсом: навыки работы в nix среде (centos), опыт работы с Python и навыки работы с Git. Условия:- 100% белая ЗП, больничные, отпуска;- Комфортный офис в районе метро Калужская;- Отличные условия для профессионального роста - современное инженерное ПО, широкий спектр технологий и команда профессионалов, готовых делиться опытом;- Гибкий рабочий график и возможность иногда работать удаленно. Интересна ли Вам наша вакансия?  ";[{'name': 'Python'}, {'name': 'Linux'}, {'name': 'Регресионное тестирование'}, {'name': 'Функциональное тестирование'}, {'name': 'Тестирование'}, {'name': 'Test case'}, {'name': 'Английский язык'}, {'name': 'Управление качеством'}];Москва;https://api.hh.ru/vacancies/37932510
37929243;QA Automation engineer / Тестировщик;Юнитера Лабс;"Привет! Мы команда Unitera Labs. Разрабатываем, внедряем, сопровождаем информационные системы и реализовываем комплексные IT-проекты. Мы работаем с крупнейшими энергетическими компаниями России, телеком-операторами, нефтегазовой отраслью и многими другими заказчиками. Мы растем, и у нас растет число проектов. Сейчас мы ищем опытного Тестировщика, чтобы усилить наш технический отдел. Что нужно делать:  Организация с нуля практики модульного и автоматизированного тестирования, проработка фреймворков тестирования, разработка и поддержка тестовых утилит; Автоматизация ручных тест-кейсов; Сбор метрик и повышение эффективности автотестов; Регистрация дефектов в системе отслеживания ошибок (Jira); Составление отчётов о проведённом тестировании.  Для этого Вам потребуются:  Аналогичный опыт работы; Опыт использования инструментов автоматизации уровня Selenium WebDriver, TestComplete, SoapUI, JMeter, Cucumber, etc; Опыт автоматизированного тестирования веб-приложений, веб-сервисов (SOAP, JSON): модульного, интеграционного, функционального и нагрузочного тестирования.  Мы предлагаем:  Демократичное руководство; Всестороннюю поддержку на этапе адаптации и после него; Мы будем способствовать твоему развитию и вместе посещать профильные конференции; Комфортный офис в центре Москвы; Участие в корпоративной жизни (митапы, лекции, праздники и т.д.); Возможность профессионального роста внутри компании; Пятидневную рабочую неделю c гибким началом дня с 9:00 до 11:00; Официальное оформление и стабильную заработную плату.  Ждем отклика!  ";[];Москва;https://api.hh.ru/vacancies/37929243
37455484;Senior QA Engineer (System Integration);Align Technology;As a member of the team, you will be involved in developing, testing, launching and iterating upon great System components. You are able to think creatively about how to use technology to streamline and drive processes that are backbone of business process and in turn can take your ideas from concept through to impeccable execution. Ability to understand automation frameworks, strong analytical troubleshooting skills, and the ability to interact with users is a must have. ESSENTIAL DUTIES AND RESPONSIBILITIES   Strong understanding of software Architecture and enterprise applications.     Good communication skills and good English   Work closely with the software development team to implement testing methods and validate test cases. Ensure direct ‘black box’ testing is complementary to what is being covered by unit and ‘white box’ testing   Develop and maintain product test plans and test cases that are effective at trapping defects so other team members can run them with confidence   Assist in understanding and replicating customer issues.   Working with databases.     Analytical skills   Ability to work in a high-pressure environment   Team Work: Ability to balance team and individual responsibilities. Willing to go the extra mile to accomplish team goals.   Dependability: Meets commitments, works independently, accepts accountability, handles change, sets personal standards, stays focused under pressure.   EDUCATION and/or EXPERIENCE     Bachelor’s degree in Computer Science. MS or PHD preferred.   3+ years of Software QA Engineer and/or Software Test Engineer or Business\System Analytics.   Proficiency with Windows Operating systems, Windows Networking   Systems Integration testing experience is necessary     SQL skills   Nice to have:      Experience with modern ALM tools and processes, including: test project management, defect tracking, writing test plans, test scenarios, and test reports.   Knowledge in AWS     Integration Services skills a plus   API automation, UI automation experience   Working experience of Agile methodology      ;[{'name': 'Английский язык'}, {'name': 'QA'}];Москва;https://api.hh.ru/vacancies/37455484
