ID вакансии;Название вакансии;Название компании;Описание вакансии;Ключевые навыки;Населённый пункт;Ссылка на вакансию
38039806;Тестировщик ПО в SCRUM команду в Москву;DriverPack Solution;Привет! Я, Артур Кузяков, основатель компании DriverPack. Сейчас нами пользуется больше 60 млн. человек во всех странах мира! Чтобы развивать сервис и создавать новые крутые продукты, мы поставили себе реально амбициозную цель - набрать еще 2 полноценные Scrum команды. Мы нанимаем только самых крутых разработчиков, но чтобы ребята быстро сработались, нам нужен действительно крутой Тестировщик! Чтобы было понятней, кто мы такие и что для нас важно, то вот три принципа, на которые мы ориентируемся и которые отражают наши подходы и ценности: P.S - это реальные ценности, а не пустые слова, приходи к нам знакомиться и мы расскажем тебе, как эти принципы помогают нам в работе и как мы их применяем)   Честность - потому что в долгосрочной перспективе, она всегда выигрывает   Табу на слово невозможно - вместо этого мы говорим, давай придумаем, как это можно реализовать   Работа на результат - для нас в работе важен не процесс и даже не технологии, а конечный результат   Если, то что ты читаешь тебя вдохновляет и у тебя есть отклик с нашими ценностями и задачами, то вот тебе еще немножко информации о нас: Как мы работаем:   Живем в scrum-фреймворке с длиной спринта в 1 неделю (сейчас не совсем так, но планируем вернуться к такому графику)   Работаем в офисе в Москве (если нужно - поможем с переездом)   Гибкое начало рабочего дня: с 10 до 11:30   Офис находится в центре, недалеко от метро Цветной бульвар, Чеховская, Тверская   Офис с собственной парковкой работает 24\7   В нашем клевом офисе есть душ, оборудованная кухня со всем необходимым и комната отдыха с PS4   Для нас важно, чтобы вам было комфортно работать, поэтому мы покупаем сотрудникам всю нужную технику и программное обеспечение   Сотрудникам из других городов мы предоставляем комнату в корпоративной квартире в центре Москвы на время поиска постоянного места жительства   Платим зарплату выше рынка и хотим придумать дополнительные приятные ништяки и плюшки для наших сотрудников   Что делать дальше:   Высылай резюме   Давай познакомимся и пообщаемся лично   Выполни нескучное тестовое задание   Выходи к нам на работу =)   Откликайся скорее или поучаствуй в реферальной программе! За каждую успешную рекомендацию (кандидат прошел месяц испытательного срока) — мы платим 100К рублей. Чтобы порекомендовать человека - просто скинь ему одну из наших вакансий и попроси на собеседовании сказать, что он пришел по твоей рекомендации (мы сами его спросим). А дальше через него мы найдем твои контакты и свяжемся с тобой для организации выплаты.;[];Москва;https://api.hh.ru/vacancies/38039806
37753948;Ведущий тестировщик ПО;ГлавДоставка;"Крупнейшая российская транспортная компания приглашает в свою команду Ведущего тестировщика ПО. Обязанности:  Проведение функционального, регрессионного тестирования (ручное и создание автоматических тестов); Фиксирование в баг-трекинговой системе дефектов ПО; Разработка тест-планов, тест-кейсов, тестовых сценариев; Активное взаимодействие с коллегами, в основном, с разработчими; Работа над несколькими задачами одновременно.  Требования:  Опыт работы от 3 лет в области тестирования web-приложений; Знание методик и теории тестирования, умение применять знания на практике; Опыт написания тест планов, юзер-стори, тест-кейсов; Опыт тестирования с использованием BDD, умение писать тестовые сценарии в BDD стиле; Опыт работы с инструментами: Selenium, Codeception; Умение пользоваться консолью браузера; Умение быстро находить и затем воспроизводить баги, кратко и точно фиксировать баги в баг-трекере, контролировать их исправление; Умение работать с баг-трекинговой системой, желательно Jira; Опыт работы с реляционными базами данных; Понимание HTML, Javascript, CSS; Ответственно выполнять свою работу, активно принимать участие в разработке продукта; Умение самостоятельно определять сроки выполнения задачи и придерживаться данных сроков, принимать активное участие в улучшение продукта; Опыт использования системы контроля версий, желательно mercurial; Навыки программирования на PHP.  Условия:  Оформление согласно ТК РФ с первого рабочего дня; Своевременная выплата заработной платы 2 раза в месяц (аванс, зарплата + KPI); Режим работы 5/2, график с 9.00 – 18.00/10.00 – 19.00; Место работы: БЦ Амальтея, Инновационный центр Сколково; Профессиональное развитие и обучение; Корпоративная парковка; Корпоративные скидки на услуги Компании; Адекватное окружение, сплочённое общей целью. ";[{'name': 'Регресионное тестирование'}, {'name': 'Test case'}, {'name': 'Функциональное тестирование'}, {'name': 'Mercurial'}, {'name': 'Тестирование'}];Москва;https://api.hh.ru/vacancies/37753948
37998318;Специалист по тестированию;МК Доктор рядом;"Обязанности:  Функциональное, инсталяционное, исследовательское, интеграционное тестирование автоматизированных систем по тест-кейсам и чек-листам; Составление и ведение тестовой документации; Подготовка тестовых данных; Проведение полного цикла регрессионного тестирования задач и багрепортов; Обнаружение, подробное документирование и поддержка исправления обнаруженных багов.  Требования:  знание методов и техник тестирования; понимание жизненного цикла ПО; понимание принципов работы клиент-серверных приложений; опыт тестирования web-приложений (frontend &amp; backend); умение работать с консолью браузера; опыт тестирования API с использованием различных инструментов (знание как минимум одного); опыт тестирования мобильных приложений и знание принципов и особенностей их тестирования; анализ, воспроизведение, локализация дефектов; умение искать хитрые и скрытые баги с помощью анализа и логов; умение грамотно и полно описывать bug reports для разработчиков; умение составлять тест-кейсы и чек-листы и работать с готовыми; опыт работы в командной строке linux-подобных операционных систем (будет плюсом); опыт работы с СУБД, знание SQL (простые запросы); опыт работы с системами контроля версий (будет плюсом); опыт работы с баг- и таск-трекинговыми системами учёта (обязательно); желателен опыт работы с системами управления тестированием (Test management systems); желателен опыт работы тестировщиком в Agile командах аккуратность, активность, инициативность, внимательность к деталям, структурное мышление, желание и умение работать в команде ориентированной на результат, умение анализировать и самостоятельно находить максимально верные решения, относиться с любовью к тестированию и продукту, которым ты будешь заниматься  Условия:  Официальное трудоустройство Работа в лидере сфере digital health Медицинское обслуживание в наших клиниках, в т.ч. родственников. Классный коллектив единомышленников Удобный и современный офис Перспективы карьерного и финансового роста ";[{'name': 'SQL'}, {'name': 'Test case'}, {'name': 'Регресионное тестирование'}, {'name': 'Linux'}, {'name': 'Тестирование'}];Москва;https://api.hh.ru/vacancies/37998318
38042304;Тестировщик ПО (QA Engineer);Napoleon IT;"Компания Napoleon IT ― разработчик программного обеспечения. Мы предлагаем готовые решения, а также осуществляем разработку по гибкой методологии. Наши решения в области бизнес-аналитики, предиктивной аналитики, компьютерного зрения, высоконагруженных систем и мобильной разработки дают конкурентное преимущество и гарантируют устойчивое развитие бизнеса клиентов. Мы ищем специалиста по тестированию ПО на работу для помощи штатной группе тестирования, который территориально находится в Москве. Обязанности:  Комплексное тестирование системы; Выезд в магазины для проверки кейсов и нахождения багов; Обработка заявок в техподдержке; Коммуникация с командой разработки.  Требования:  Опыт тестирования от 1 года в сфере мобильной разработки; Базовое понимание SQL, умение построить простые запросы в базу; Понимание клиент-серверного взаимодействия (Rest API, web socket); Опыт работы инженером поддержки.  Условия:  Официальное трудоустройство; Пятидневный рабочий день; Обучение и возможность карьерного роста; Широкие возможности для реализации.   ";[];Москва;https://api.hh.ru/vacancies/38042304
36818258;QA Engineer / Тестировщик ПО;Performance Lab (Перфоманс Лаб);После технического интервью индивидуально подбираем максимально подходящий проект в рамках нашей компании. Обязанности:  Проведение функционального тестирования. Проведение сбора информации об объекте тестирования, взаимодействуя с представителями заказчика. Консультирование представителей заказчика по вопросам, связанным с тестированием. Разработка методики тестирования. Управление процессом создания тестовой модели. Управление процессом тестирования. Подготовка тестовых наборов. Подготовка тестовых данных. Локализация ошибок. Разработка отчетов по результатам тестирования. Передача компетенций новым сотрудникам.  Требования:  Опыт работы в тестировании от полугода. Опыт написания тестовой документации (тест-кейсов, чек-листов). Опыт работы с системами управления тестированием, таск- и баг- трекерами. Опыт работы с базами данных. Опыт разработки методики тестирования. Опыт написания отчетов.  Условия:  Оформление по ТК РФ, официальная заработная плата. Прозрачная система индивидуальных планов развития. Интересные задачи и проекты. Скидки на изучение английского языка. +3 дня отгулы (в дополнение к основному отпуску).  Уровень дохода обсуждается и зависит от Ваших технических компетенций.  ;[];Москва;https://api.hh.ru/vacancies/36818258
38031438;Специалист по тестированию/ QA Engineer;Безопасная информационная зона;BI.ZONE — активно растущая команда единомышленников, которая исследует, разрабатывает и поддерживает решения для защиты от киберпреступников. В нашей компании успешно сотрудничают эксперты и разработчики, инженеры и специалисты, все те, кто разделяет наши ценности и цели.Мы создаем инновационные продукты для анализа угроз и активной защиты от мошенничества, автоматизируем и масштабируем экспертизу наших сервисных подразделений и разрабатываем инструменты для внутреннего использования.Почти за три года работы мы доросли до четырехсот сотрудников, сохранив атмосферу многообразия мнений и идей, с высоким ритмом изменений и свободой, гибкими графиком и подходом к решению задач, открытым к обсуждению руководством. Проект: SD-WAN – платформа для централизованного управления распределенным сетевым оборудованием и передачей данных между центральным офисом и всеми остальными филиалами клиентов, включая функцию мониторинга. Что предстоит делать:  Ручное функциональное тестирование web-проектов Проработка чек-листов и тестовых сценариев (test cases) Написание тестов на python 3 согласно тестовым сценариям Регистрация найденных багов в Jira  Что нужно знать:  Понимать что такое пирамида тестирования и зачем она. Знакомство с фреймворками тестирования. Понимать принципы работы и построения web-приложений: HTTP/HTTPS, Rest/Restfull API, Websocket, JSON/Serialization/Deserialisation Понимание CI/CD пайплайна GitlabCI Docker/docker-compose  Что нужно уметь:  Использовать техники тест-дизайна Писать понятные для всей команды багрепорты Работать с инструментами разработчика в браузере Понимать HTML, CSS и основы программирования Писать простые SQL-запросы Писать тесты с использованием следующих фреймворков: pymock, pytest  Будет плюсом:  Опыт работы с таск-трекерами (Jira, YouTrack) Понимание методологий разработки (Waterfall, Agile, Kanban) Понмание работы следующих технологий: MQ/ async/ websocket (ws, wss)  Мы предлагаем:  Сложные задачи, прокачивающие уникальные скиллы Оплачиваем обучение, посещение конференций и сертификацию Свободный график ДМС и скидки на фитнес Офис класса А рядом с метро Комсомольская/Красносельская/ Бауманская — с душем, велопарковкой и столовой   Свежие фрукты, орехи, вкусные чай и кофе ;[];Москва;https://api.hh.ru/vacancies/38031438
37532344;Тестировщик DWH;ВТБ Лизинг;"Обязанности:   анализ работы ПО и написание тест-кейсов;   подготовка тестовых данных;   ручное тестирование: функциональное, регрессионное, интеграционное;   фиксация результатов тестирования, контроль за исправлением выявленных дефектов;   организация и проведение приемочного тестирования (UAT);   взаимодействие со смежными экспертизами, поддержка бизнес-пользователей.   Требования:  высшее образование;  опыт работы в тестировании от 2-х лет;   опыт работы с PL/SQL Developer, SQL Developer;   опыт работы c JIRA, Confluence, GIT/SVN, HP ALM (или аналог);   понимание принципов работы клиент-серверных приложений, REST API, SOAP;   уметь составлять базовые SQL запросы (SELECT, JOIN);   навыки анализа логов и выяснения root-cause ошибок.   Условия:  оформление согласно ТК РФ с первого дня; уровень дохода мы обсуждаем с успешным кандидатом; возможность реализации потенциала; ежегодный оплачиваемый отпуск 31 день; полис ДМС (включая стоматологию и полис выезжающего за рубеж); социальные и материальные льготы, предусмотренные в компании. ";[{'name': 'Atlassian Jira'}, {'name': 'Тестирование пользовательского интерфейса'}, {'name': 'Atlassian Confluence'}, {'name': 'Регресионное тестирование'}, {'name': 'Функциональное тестирование'}, {'name': 'ORACLE'}, {'name': 'Oracle Pl/SQL'}];Москва;https://api.hh.ru/vacancies/37532344
34657612;Тестировщик (автоматизированное тестирование);Газпром-медиа Развлекательное телевидение (ГПМ РТВ);"Мы ищем коллегу, который займется автоматизацией тестирования, а также, по необходимости, будет готов подключаться к ручному тестированию. Мы ищем того, кому было бы интересно и по силам работать в интенсивном темпе с различными видами тестирования большого количества платформ. Продукты:  сайт телеканала «МАТЧ ТВ», sportbox.ru, сервис спортивной статистики; «МАТЧ» – приложение для любителей спорта и спортивных трансляций (представлено на всех популярных мобильных и смарт-тв платформах); «Premier» - одна из самых популярных ОТТ-платформ в России; и некоторые другие внутренние проекты.    Задачи:  Участие во всех процессах тестирования ПО по всем платформам и проектам; Проведение функционального, регрессионного, интеграционного, стрессового и нагрузочного тестирования мобильных приложений, SmartTV-приложений и web-сайтов; Тестирование серверного API; Приёмочные испытания при выпуске релизов; Разработка тест-планов, тест-кейсов и другой тестовой документации; Участие во всех этапах разработки продукта (взаимодействие с разработчиками, дизайнерами, руководителями проекта).    Требования:  Опыт автоматизированного тестирования мобильных приложений (указывайте, пожалуйста, на чем вы пишите, какие сервисы покрывали тестами); Умение локализовать ошибки и составить по ним подробные и понятные баг-репорты; Хороший опыт работы специалистом по тестированию мобильных приложений; Уверенные знания методологий тестирования и разработки мобильных приложений; Знание особенностей и различия мобильных платформ; Опыт разработки тест-планов и тест-кейсов; Понимание процессов разработки и контроля качества ПО; Опыт работы с системами управления задачами (у нас используется Jira); Опыт работы с системами контроля версий; Понимание принципов клиент-серверной архитектуры.    Плюсом будет что-то из:  Умение работать с различными БД. Умение работать в командной строке. Опыт работы с инструментами для тестирования API (Postman, SoapUI и т.п.). Опыт автоматизированного тестирования мобильных приложений. Плюсом будет если ты разбираешься в различных видах спорта. Большим плюсом будет знание основ IDE для разработки мобильных приложений (XCode, Android Studio) (для создания локальных сборок и т.п.).    Условия:  З/п до 170 000 руб. на руки. Удаленная работа до окончания пандемии, далее работа в офисе на Маяковской. Оформление по ТК РФ. ДМС со стоматологией. Возможность принимать участие в конференциях и проходить обучение. ";[{'name': 'Тестирование'}];Москва;https://api.hh.ru/vacancies/34657612
38035880;Junior QA Engineer;Smartlabs;Задачи:  Участие в разработке продуктов компании в роли инженера по тестированию Анализ исходных требований, формирование тест-кейсов и сценариев тестирования Тестирование продуктов компании Проверка технической документации Написание и поддержка автотестов продуктов компании Разбор результатов автотестов  Что обязательно потребуется для работы:   Уверенные знания теории и практики тестирования ПО   Знание ОС Windows / Linux / macOS на уровне опытного пользователя   Знание любого языка программирования (особенно интересуют JS, Python, Kotlin, Java)   Технический английский   Аналитический склад ума, способность быстро осваивать новые области и технологии   Внимательность, аккуратность и ответственность в работе   Будет хорошим плюсом:   Опыт работы с приложениями в области обработки/доставки/проигрывания видео   Опыт программирования на JS, Python, Kotlin, Java   Понимание принципов работы и основных протоколов IP сетей   Что мы предлагаем:  Отпуск 28 календарных дней + 4 персональных дня ДМС, дополнительные льготы Гибкий график работы Офис в пяти минутах пешком от метро Возможность профессионального и карьерного роста. ;[{'name': 'QA'}, {'name': 'Тестирование'}, {'name': 'Английский язык'}, {'name': 'Тестирование пользовательского интерфейса'}, {'name': 'Техническая документация'}, {'name': 'Atlassian Jira'}, {'name': 'Python'}];Москва;https://api.hh.ru/vacancies/38035880
37020725;Специалист по тестированию;Центр Орбита;"Центр Орбита - партнер ведущих в России разработчиков цифровых решений. За много лет у нас признанная экспертиза в трёх основных направлениях: финтех, цифровое управление государством, и трансформация внутренних процессов корпораций. Для создания крутых продуктов мы используем новейшие практики и подходы к разработке и управлению проектов. Это позволяет нам в кратчайшие сроки не только создать MVP, но и обеспечить постоянную поставку обновлений и релизов. Внедрение 1000 доработок в год — для нас это обычное дело. Предстоит:  Участие в проектах по ручному функциональному тестированию; Изучение систем, анализ документации, написание тестовых сценариев, фиксация дефектов, составление отчетности; Разработка, запуск и анализ автотестов; Подготовка и создания заглушек на среде разработки; Работа в кроссфункциональной команде, налаживание эффективных коммуникаций; Развитие единого фреймворка автотестов.  В твоем опыте нам важно:  Опыт работы тестировщиком - от 2 лет; Опыт написания тест кейсов по технической документации; Знание жизненного цикла программного обеспечения и теории тестирования; Знание и опыт работы с системами баг трекинга Atlassian JIRA, HP ALM; Знание программ SOAP UI, MS SQL, POSTMAN, GitLab; SQL (простые запросы); Опыт работы с инструментарием: Gitlab; Опыт написания тест-кейсов.  Плюсом будет:  Опыт в авто-тестировании, нагрузочном тестировании; Опыт работы с Selenium, Java; Опыт написания и анализа автотестов.  Почему у нас классно:   Мы оформляем по ТК РФ и предлагаем зарплату, которая позволит тебе думать о текущих задачах, а не о завтрашнем дне;   ДМС после окончания испытательного срока;   Предлагаем топовое железо;   Еще решили, что будет чудесной идеей отмечать дни рождения наших детей с ними и не думать в этот день о работе;   Всегда участвуем в передовых конференциях в качестве докладчиков или слушателей;   У нас прозрачность и плоская структура, минимум бюрократии и гибкие внутренние процессы;   Доверяем тебе не только то, как будет выглядеть конечный результат, мы также верим, что ты самостоятельно справишься с контролем рабочего времени и выбором одежды в офис;   Один из наших продуктов - собственный ипотечный центр, с помощью которого можно оформить документы на покупаемую недвижимость или рефинансировать текущую;   У нас стильный опенспейс в Москва-Сити с панорамным видом на Москва-реку и скоро появится офис в Санкт-Петербурге.  ";[{'name': 'Git'}, {'name': 'Atlassian Jira'}, {'name': 'SOAP'}, {'name': 'MS SQL'}, {'name': 'Postman'}, {'name': 'SQL'}, {'name': 'Gitlab'}, {'name': 'Scrum'}];Москва;https://api.hh.ru/vacancies/37020725
36689333;QA Engineer;МТС Банк;"Наша IT-команда МТС Банка быстро растет, и внутри мы продолжаем делать по-настоящему крутые проекты! Сейчас мы активно работаем в парадигме гибких методологий (Agile, Scrum, Kanban и вот это все), строим DevOps и запускаем обновленный Мобильный и Интернет-банкинг. В связи с динамичным развитием мы нуждаемся в талантливых специалистах, чтобы укомплектовать наши текущие команды и сформировать новые, успешно реализовать обширный scope задач и вывести наш Банк на лидирующие позиции среди современных Digital компаний. В данный момент мы ищем в команду Developer in Test/ Senior QA Automation.   Условия:  Высокий уровень оклада + премии за достижение KPI’s Справедливая система оплаты труда Оформление строго по ТК РФ ДМС после 3-х месяцев работы Корпоративный тариф связи «для своих» Корпоративный спорт, конференции, meetup’s… Возможность прямого взаимодействия с МТС Big Data Возможность изменить график работы Быстро развивающаяся Agile культура!  Обязанности:   Создавать авто-тесты и фреймворк для тестирования;   Анализировать требования и результаты авто-тестов;   Подготавливать тестовые данные;   Искать, документировать и сопровождать ошибки в баг-трекере;   Вручную проверять разработанный функционал, где автоматизация нерациональна.   Основной стек: backend-разработка - Go, среды - docker в k8s кластере, CI - TeamCity, БД - PostgresSQL, разработка авто-тестов - python + py.test. Требования:   Опыт работы с Python+Py.test;   Понимание принципов REST, опыт тестирования API;   SQL (простые запросы), опыт работы с Git;   Работал с CI/СD;   Опыт работы с Docker/Kubernetes;   Опыт работы с GRPC;   Опыт работы в командной строке Linux-подобных операционных системах.    ";[{'name': 'Python'}, {'name': 'py.test'}, {'name': 'REST'}, {'name': 'API'}, {'name': 'CI/СD'}, {'name': 'Go'}];Москва;https://api.hh.ru/vacancies/36689333
38024966;SW QA engineer;Samsung Research Center;"Tasks description:​​​​​​​  Software testing of mobile phones, tablets, wearable devices and accessories (payment test, 3GPP compliance, aging test, dual sim test, basic function test); Hardware testing of mobile devices, tablets, portable devices and accessories (handover test, power test, FM radio test, navigation test, voice quality test, data throughput test, current consumption test); Downloading and flashing of mobile devices for further inspection; Participation in preliminary kickoff meetings and making test plans for a new projects; Retrieving logs for R&amp;D analysis; Reporting at the end of each test; Registration of quality issues in internal bug tracking system; Joint work with the Research&amp;Development Division to identify and fix malfunctions; Regression testing of all resolved issues;  Requirements​​​​​​​:  Higher technical education, preferably in IT, telecommunications or related fields;  Mandatory  Knowledge of cellular network (mobile devices) English: written and spoken (head of division is Korean dispatcher); Understanding of testing principles; Ability to perform the work carefully; Aspiration to quality  Optional  Knowledge of 3GPP specification; ISTQB certification; TMMI professional certification. ";[];Москва;https://api.hh.ru/vacancies/38024966
36671541;Специалист по тестированию 1С ЗУП;Группа Компаний Мечел;"В команду Отдела моделирования бизнес-процессов приглашаем Специалистов по тестированию 1С. Работа на платформе 1С: ЗУП КОРП. Интересные задачи, работа в крупном горно-металлургическом холдинге в профессиональной команде. Задачи:  тестирование программных продуктов 1С: ЗУП; участие в проекте внедрения ЗУП в рамках проектной команды; взаимодействие с разработчиками, аналитиками; ведение тестовой документации.  Требования:  обязателен опыт работы с 1С ЗУП в качестве тестировщика/аналитика/консультанта; знание методологии начисления заработной платы, кадрового учета, регламентированной отчетности.  Условия:  полное соблюдение ТК РФ, оформление в штат компании; уровень заработной платы обсуждается по итогам собеседования, ДМС; Офис м. Динамо или Петровский парк. ";[];Москва;https://api.hh.ru/vacancies/36671541
38026860;QA Engineer/Ведущий инженер по тестированию;Альфа Капитал;"Обязанности:  Тестирование REST API Личного кабинета онлайна. Ручное тестирование WEB UI ЛК. Тестирование системы документооборота(REST API + WEB UI) . Автоматизация тестирования REST API (Newman, Groovy). Сбор данных и составление отчетов о результатах тестирования и имеющихся проблемах; Поддержка тестовых сред.  Требования:  Опыт работы на аналогичной позиции от 2-х лет. Навыки работы с информационными системами: Atlassian Jira, Atlassian Confluence, Jenkins - желательно. Знание SQL - обязательно!  Условия:  Достойный уровень заработной платы (обсуждается с финалистом). Оформление по ТК РФ, белая заработная плата, ДМС (Альфа-Страхование). Мы предоставляем возможность заниматься английским языком (SkyEng) и фитнесом (Worldclass) по корпоративным ценам. Команда IT работает по гибкому графику. Профессиональное и карьерное развитие внутри компании.  Офис в 1 минуте от Патриарших прудов (м.Маяковская).  ";[];Москва;https://api.hh.ru/vacancies/38026860
38034449;Тестировщик-автоматизатор;Омникомм Технологии;"В команду разработки Omnicomm Online требуется Тестировщик-автоматизатор. Мы ищем опытного и ответственного ИТ профессионала, который не боится «работать руками», любит разнообразие задач и быстрый темп развития.Система Omnicomm Online это высоконагруженный облачный сервис мониторинга за перемещением и работой коммерческого транспорта. Мы обслуживаем более 200 000 единиц транспорта и поддерживаем для этого аналитический массив данных размером 150 Терабайт, обрабатывая больше 7000 запросов в секунду и 350 миллионов строк данных в сутки. Задачи:   Написание API и GUI автотестов   Тестирование сервисов и их взаимодействия   Автоматизация ручных тест-кейсов   Дебаггинг и починка проблемных тестов   Выкладки версий для тестирования на тестовые среды   Дебаггинг и починка тестовых сред   Требования:   Опыт разработка на Java   Знание REST API, SOAP API   Selenium, Selenide   Linux/Unix   Git   Jenkins   SQL   Плюсом будет:   Знание Load/Performance тестирования   Знание Kubernetes   Условия работы:  Конкурентная заработная плата, премии, обсуждается с финальным кандидатом; Комфортный офис в Baker Plaza (в пешей доступности 3 станции метро: Савёловская, Менделеевская, Белорусская); Оформление по ТК РФ (полностью оплачиваемый отпуск и больничный); Возможность повышения квалификации за счет компании; ДМС после испытательного срока; Тренировки по мини-футболу, софинансирование фитнес-программ. ";[];Москва;https://api.hh.ru/vacancies/38034449
37231973;Senior QA Engineer/ Старший инженер-тестировщик;MANGO OFFICE;"MANGO OFFICE— одна из крупнейших телекоммуникационных компаний страны, один из ведущих поставщиков SaaS-решений. Мы занимаемся разработкой своих продуктов и предлагаем облачные решения для повышения эффективности бизнеса наших клиентов. Офисы MANGO открыты в 20 регионах России, а наша компания объединяет боле 750 профессионалов, которые входят в кросс-функциональные команды и вместе идут к общей цели. Задачи:  тестирование реализованного функционала; написание тест-планов согласно документам функциональных требований; регрессионное тестирование при выпуске релизов; обработка входящих обращений ОТП;  От Вас мы ждем:  высшее образование; опыт работы на позиции инженера-тестировщика от 3 - лет; знание теории тестирования, опыт разработки тест-кейсов и сценариев тестирования/планирования и распределения задач базовые знания SQL опыт работы с логами (Unix консоль, grep) опыт работы с Jira/Redmine, TestRail, TestLink опыт тестирования API  Мы предлагаем:  Комфортную и дружелюбную рабочую атмосферу Официальное оформление, белую заработную плату и квартальные премии Гибкий график работы, есть возможность приходить на работу с 8 до 11 Полис ДМС Посещение профильных конференций, внешнее и внутренне обучение, курсы английского языка Завтраки, фрукты, чай и кофе на кухне Корпоративы, занятия волейболом, футболом, настольные игры и пикники на природе Модный офис рядом с метро Калужская ";[{'name': 'Функциональное тестирование'}, {'name': 'Redmine'}, {'name': 'Регресионное тестирование'}, {'name': 'SQL'}, {'name': 'Atlassian Jira'}, {'name': 'Тестирование пользовательского интерфейса'}];Москва;https://api.hh.ru/vacancies/37231973
